,,,,,,,
Código,Classificação,Grupo,Valor,% Partic,% Lucro,%% Vendas,Núm. Clientes
,,,,,,,Atendidos
30897,3.31.186.003.002,                      Batedores E Martelo,"9,99","0,21","29,53","2,59",1
30898,3.31.186.003.003,                      Centrifuga Manual,"0,00","0,00","0,00","0,00",0
30899,3.31.186.003.004,                      Cortadores Massa/Bolo/Pizza,"572,76","12,02","28,88","0,00",48
30900,3.31.186.003.005,                      Descarocadores,"0,00","0,00","0,00","0,00",0
30901,3.31.186.003.006,                      Descascadores,"256,40","5,38","31,94","0,00",32
30902,3.31.186.003.007,                      Dosador,"0,00","0,00","0,00","0,00",0
30903,3.31.186.003.008,                      Espremedores De Alho E Batata,"116,84","2,45","30,21","0,00",17
30904,3.31.186.003.009,                      Fatiadores,"0,00","0,00","0,00","0,00",0
30905,3.31.186.003.010,                      Funis,"65,20","1,37","36,83","0,00",12
30906,3.31.186.003.011,                      Furadores E Afiadores,"0,00","0,00","0,00","0,00",0
30907,3.31.186.003.012,                      Macarico Culinario,"0,00","0,00","0,00","0,00",0
30908,3.31.186.003.013,                      Medidores E Balancas,"0,00","0,00","0,00","0,00",0
30909,3.31.186.003.014,                      Misturador De Tempero,"0,00","0,00","0,00","0,00",0
30910,3.31.186.003.015,                      Pilao/ Desfolhador,"0,00","0,00","0,00","0,00",0
30911,3.31.186.003.016,                      Pinceis / Confeitadores / Boleadores,"407,93","8,56","28,20","0,00",32
30912,3.31.186.003.017,                      Plainas E Cortadores De Queijos,"0,00","0,00","0,00","0,00",0
30913,3.31.186.003.018,                      Processador Manual,"1.165,25","24,45","24,63","0,00",46
30914,3.31.186.003.019,                      Quebra Nozes,"0,00","0,00","0,00","0,00",0
30915,3.31.186.003.020,                      Raladores E Moedores,"1.086,88","22,81","28,24","0,00",80
30916,3.31.186.003.021,                      Rolo De Massa,"193,60","4,06","29,58","0,00",7
30917,3.31.186.003.022,                      Sanduicheira Manual,"0,00","0,00","0,00","0,00",0
30918,3.31.186.003.023,                      Trituradores,"289,50","6,08","31,81","0,00",40
30919,3.31.186.004,                Escorredores,"1.994,42","6,89","26,90","0,01",0
30920,3.31.186.004.001,                      Escorredor De Arroz,"0,00","0,00","0,00","0,00",0
30921,3.31.186.004.002,                      Escorredor De Massas,"293,48","14,72","31,81","0,00",8
30922,3.31.186.004.003,                      Escorredor De Prato E Talheres,"1.700,94","85,28","26,05","0,00",57
30923,3.31.186.005,                Potes,"13.527,73","46,73","27,61","0,04",0
30924,3.31.186.005.001,                      Conjunto De Potes Em Plastico,"4.702,55","34,76","26,65","0,01",127
30925,3.31.186.005.002,                      Conjunto De Potes Em Vidro Inox,"0,00","0,00","0,00","0,00",0
30926,3.31.186.005.003,                      Marmitas Merendeiras,"845,06","6,25","29,59","0,00",24
30927,3.31.186.005.004,                      Porta Sanduiche,"0,00","0,00","0,00","0,00",0
30928,3.31.186.005.005,                      Pote De Arroz Feijao Massa,"0,00","0,00","0,00","0,00",0
30929,3.31.186.005.006,                      Potes Plastico Acrilico,"7.840,82","57,96","27,95","0,02",570
30930,3.31.186.005.007,                      Potes Vidro Inox,"139,30","1,03","28,89","0,00",5
30931,3.31.186.006,                Refratarios E Travessas,"0,00","0,00","0,00","0,00",0
30932,3.31.186.006.001,                      Refratarios De Ceramica,"0,00","0,00","0,00","0,00",0
30933,3.31.186.006.002,                      Refratarios De Vidro,"0,00","0,00","0,00","0,00",0
30934,3.31.186.006.003,                      Travessas Inox Vidro,"0,00","0,00","0,00","0,00",0
30935,3.31.186.006.004,                      Travessas Plastico Ceramica,"0,00","0,00","0,00","0,00",0
30936,3.31.186.007,                Saladeiras,"314,39","1,09","31,35","0,00",0
30937,3.31.186.007.001,                      Saladeiras Inox,"0,00","0,00","0,00","0,00",0
30938,3.31.186.007.002,                      Saladeiras Plastico,"0,00","0,00","0,00","0,00",0
30939,3.31.186.007.003,                      Saladeiras Vidro,"314,39","100,00","31,35","0,00",10
30940,3.31.186.008,                Servir A Mesa,"4.129,82","14,27","28,38","0,01",0
30941,3.31.186.008.001,                      Acucareiro E Saleiro,"206,22","4,99","34,07","0,00",17
30942,3.31.186.008.002,                      Bandeja,"0,00","0,00","0,00","0,00",0
30943,3.31.186.008.003,                      Bisnaga Most Ket Maionese,"101,80","2,46","33,08","0,00",10
30944,3.31.186.008.004,                      Boleira Plastica,"0,00","0,00","0,00","0,00",0
30945,3.31.186.008.005,                      Boleira Vidro Inox,"0,00","0,00","0,00","0,00",0
30946,3.31.186.008.006,                      Bombonieres,"0,00","0,00","0,00","0,00",0
30947,3.31.186.008.007,                      Bules,"1.871,86","45,32","28,98","0,01",29
30948,3.31.186.008.008,                      Conjunto Massa Arroz Feijao,"0,00","0,00","0,00","0,00",0
30949,3.31.186.008.009,                      Cremeira,"0,00","0,00","0,00","0,00",0
30950,3.31.186.008.010,                      Farinheira,"0,00","0,00","0,00","0,00",0
30951,3.31.186.008.011,                      Fondue Rechaud,"0,00","0,00","0,00","0,00",0
30952,3.31.186.008.012,                      Galheiteiro E Porta Condimentos,"29,82","0,72","29,65","7,73",4
30953,3.31.186.008.013,                      Mantegueira,"0,00","0,00","0,00","0,00",0
30954,3.31.186.008.014,                      Molheira,"0,00","0,00","0,00","0,00",0
30955,3.31.186.008.015,                      Petisqueira,"0,00","0,00","0,00","0,00",0
30956,3.31.186.008.016,                      Porta Biscoito E Paes,"22,20","0,54","33,33","5,75",1
30957,3.31.186.008.017,                      Porta Frios,"263,04","6,37","29,03","0,00",15
30958,3.31.186.008.018,                      Porta Guardanapo E Palito,"40,10","0,97","30,55","0,00",1
30959,3.31.186.008.019,                      Porta Queijos,"0,00","0,00","0,00","0,00",0
30960,3.31.186.008.020,                      Tigelas,"1.594,78","38,62","26,40","0,00",48
30961,3.31.187,          Utensilios De Limpeza,"56.087,68","4,55","28,76","0,15",0
30962,3.31.187.001,                Lixeiras,"1.097,49","1,96","31,43","0,00",0
30963,3.31.187.001.001,                      Lixeiras Inox,"0,00","0,00","0,00","0,00",0
30964,3.31.187.001.002,                      Lixeiras Plasticas,"1.097,49","100,00","31,43","0,00",27
30965,3.31.187.002,                Rodo,"11.567,92","20,62","29,08","0,03",0
30966,3.31.187.002.001,                      Rodo Aluminio,"223,50","1,93","33,42","0,00",3
30967,3.31.187.002.002,                      Rodo Pia,"356,60","3,08","29,53","0,00",52
30968,3.31.187.002.003,                      Rodo Plastico Madeira,"10.987,82","94,98","28,97","0,03",498
30969,3.31.187.003,                Vassoura,"43.422,27","77,42","28,61","0,11",0
30970,3.31.187.003.001,                      Bacia,"875,84","2,02","32,73","0,00",40
30971,3.31.187.003.002,                      Balde,"2.093,31","4,82","30,55","0,01",135
30972,3.31.187.003.003,                      Espanador,"0,00","0,00","0,00","0,00",0
30973,3.31.187.003.004,                      Mop E Vassoura Especial,"8.769,98","20,20","29,35","0,02",197
30974,3.31.187.003.005,                      Pa Lixo,"1.649,07","3,80","28,55","0,00",143
30975,3.31.187.003.006,                      Suporte Para Produtos De Limpeza,"0,00","0,00","0,00","0,00",0
30976,3.31.187.003.007,                      Vassoura Exterior,"0,00","0,00","0,00","0,00",0
30977,3.31.187.003.008,                      Vassoura Multiuso,"30.034,07","69,17","28,14","0,08",1409
30978,3.31.188,          Utensilios Para Beber,"89.419,82","7,25","28,02","0,23",0
30979,3.31.188.001,                Acessorios Cafe E Cha,"46.753,16","52,28","29,47","0,12",0
30980,3.31.188.001.001,                      Bomba De Chimarrao,"4.122,82","8,82","28,26","0,01",801
30981,3.31.188.001.002,                      Cafeteira,"0,00","0,00","0,00","0,00",0
30982,3.31.188.001.003,                      Coadores,"485,06","1,04","30,30","0,00",44
30983,3.31.188.001.004,                      Cuia Chimarrao,"1.822,70","3,90","28,07","0,01",35
30984,3.31.188.001.005,                      Filtro Cafe 102,"4.341,68","9,29","30,15","0,01",806
30985,3.31.188.001.006,                      Filtro Cafe 103,"32.855,64","70,28","29,49","0,09",5570
30986,3.31.188.001.007,                      Suporte De Filtro E Coador,"3.125,26","6,68","30,58","0,01",328
30987,3.31.188.002,                Acessorios Para Bebidas,"1.683,58","1,88","28,29","0,00",0
30988,3.31.188.002.001,                      Baldes E Pincas Para Gelo,"0,00","0,00","0,00","0,00",0
30989,3.31.188.002.002,                      Coqueteleira,"338,19","20,09","26,87","0,00",13
30990,3.31.188.002.003,                      Espremedores De Frutas E Socadores,"141,50","8,40","30,23","0,00",1
30991,3.31.188.002.004,                      Forma De Gelo,"174,36","10,36","34,60","0,00",10
30992,3.31.188.002.005,                      Kit Acessorios Para Bebidas,"426,25","25,32","26,54","0,00",8
30993,3.31.188.002.006,                      Lacres E Acessorios Para Bebidas,"0,00","0,00","0,00","0,00",0
30994,3.31.188.002.007,                      Porta Sucos,"0,00","0,00","0,00","0,00",0
30995,3.31.188.002.008,                      Saca Rolha E Abridor Garrafa,"603,28","35,83","28,03","0,00",48
30996,3.31.188.003,                Canecas,"6.921,34","7,74","28,16","0,02",0
30997,3.31.188.003.001,                      Canecas Aluminio,"526,18","7,60","30,02","0,00",17
30998,3.31.188.003.002,                      Canecas Ceramica,"2.001,12","28,91","30,42","0,01",44
30999,3.31.188.003.003,                      Canecas Inox,"0,00","0,00","0,00","0,00",0
31000,3.31.188.003.004,                      Canecas Plastico,"1.371,74","19,82","33,03","0,00",102
31001,3.31.188.003.005,                      Canecas Porcelana,"1.420,37","20,52","20,35","0,00",59
31002,3.31.188.003.006,                      Canecas Termicas,"94,30","1,36","33,66","0,00",1
31003,3.31.188.003.007,                      Canecas Vidro,"975,23","14,09","23,90","0,00",37
31004,3.31.188.003.008,                      Jogo De Canecas,"532,40","7,69","33,00","0,00",18
31005,3.31.188.004,                Conjunto De Xicara,"0,00","0,00","0,00","0,00",0
31006,3.31.188.004.001,                      Conjunto De Xicara Cafe Ceramica,"0,00","0,00","0,00","0,00",0
31007,3.31.188.004.002,                      Conjunto De Xicara Cafe Porcelana,"0,00","0,00","0,00","0,00",0
31008,3.31.188.004.003,                      Conjunto De Xicara Cha Ceramica,"0,00","0,00","0,00","0,00",0
31009,3.31.188.004.004,                      Conjunto De Xicara Cha Porcelana,"0,00","0,00","0,00","0,00",0
31010,3.31.188.005,                Copos Tacas,"10.264,08","11,48","25,92","0,03",0
31011,3.31.188.005.001,                      Conjunto Copos E Tacas Agua,"3.474,66","33,85","22,17","0,01",219
31012,3.31.188.005.002,                      Conjunto Copos E Tacas Cerveja,"1.037,59","10,11","26,54","0,00",44
31013,3.31.188.005.003,                      Conjunto Copos E Tacas Champagne,"0,00","0,00","0,00","0,00",0
31014,3.31.188.005.004,                      Conjunto Copos E Tacas Vinho,"0,00","0,00","0,00","0,00",0
31015,3.31.188.005.005,                      Copo Cerveja,"393,24","3,83","33,39","0,00",50
31016,3.31.188.005.006,                      Copo De Acrilico,"0,00","0,00","0,00","0,00",0
31017,3.31.188.005.007,                      Copo De Aluminio,"49,90","0,49","31,16","0,00",1
31018,3.31.188.005.008,                      Copo De Plastico,"872,90","8,50","31,02","0,00",88
31019,3.31.188.005.009,                      Copo Vidro,"3.406,57","33,19","26,39","0,01",241
31020,3.31.188.005.010,                      Taca Agua,"439,52","4,28","24,96","0,00",24
31021,3.31.188.005.011,                      Taca Cerveja,"0,00","0,00","0,00","0,00",0
31022,3.31.188.005.012,                      Taca Champagne,"532,30","5,19","31,20","0,00",25
31023,3.31.188.005.013,                      Taca Licor Conhaque,"57,40","0,56","38,61","0,00",1
31024,3.31.188.005.014,                      Taca Vinho,"0,00","0,00","0,00","0,00",0
31025,3.31.188.006,                Garrafa Termica,"15.808,49","17,68","25,14","0,04",0
31026,3.31.188.006.001,                      Garrafa Acima 2l,"989,10","6,26","24,59","0,00",19
31027,3.31.188.006.002,                      Garrafa Ate 1l,"10.684,50","67,59","25,51","0,03",277
31028,3.31.188.006.003,"                      Garrafa De 1,01l Ate 2l","4.134,89","26,16","24,33","0,01",49
31029,3.31.188.007,                Jarras E Garrafas,"7.096,77","7,94","27,50","0,02",0
31030,3.31.188.007.001,                      Conjunto Jarras E Copos De Plastico,"0,00","0,00","0,00","0,00",0
31031,3.31.188.007.002,                      Conjunto Jarras E Copos De Vidro,"3.756,89","52,94","24,99","0,01",99
31032,3.31.188.007.003,                      Garrafa Aluminio,"292,50","4,12","29,03","0,00",13
31033,3.31.188.007.004,                      Garrafa De Plastico,"1.972,16","27,79","31,13","0,01",95
31034,3.31.188.007.005,                      Garrafa De Vidro,"0,00","0,00","0,00","0,00",0
31035,3.31.188.007.006,                      Jarra De Ceramica,"0,00","0,00","0,00","0,00",0
31036,3.31.188.007.007,                      Jarra De Plastico,"578,40","8,15","30,10","0,00",27
31037,3.31.188.007.008,                      Jarra De Vidro,"496,82","7,00","28,12","0,00",28
31038,3.31.188.007.009,                      Jarra Inox,"0,00","0,00","0,00","0,00",0
31039,3.31.188.008,                Sobremesa,"54,76","0,06","25,27","0,00",0
31040,3.31.188.008.001,                      Acessorios Para Sorvete,"39,00","71,22","25,39","0,00",8
31041,3.31.188.008.002,                      Kits De Sobremesa,"0,00","0,00","0,00","0,00",0
31042,3.31.188.008.003,                      Tacas De Plastico,"15,76","28,78","25,00","4,09",1
31043,3.31.188.008.004,                      Tacas De Vidro,"0,00","0,00","0,00","0,00",0
31044,3.31.188.009,                Xicaras Avulsas,"837,64","0,94","29,56","0,00",0
31045,3.31.188.009.001,                      Xicara Avulsa De Cafe Ceramica,"0,00","0,00","0,00","0,00",0
31046,3.31.188.009.002,                      Xicara Avulsa De Cafe Porcelana,"0,00","0,00","0,00","0,00",0
31047,3.31.188.009.003,                      Xicara Avulsa De Cafe Vidro,"0,00","0,00","0,00","0,00",0
31048,3.31.188.009.004,                      Xicara Avulsa De Cha Ceramica,"0,00","0,00","0,00","0,00",0
31049,3.31.188.009.005,                      Xicara Avulsa De Cha Porcelana,"0,00","0,00","0,00","0,00",0
31050,3.31.188.009.006,                      Xicara Avulsa De Cha Vidro,"837,64","100,00","29,56","0,00",34
31051,3.31.188.009.007,                      Xicara Avulsa Jumbo,"0,00","0,00","0,00","0,00",0
31052,3.31.188.009.008,                      Xicara Avulsa Plastica,"0,00","0,00","0,00","0,00",0
31053,3.31.189,          Utensilios Para Cozinhar E Assar,"33.599,83","2,72","26,02","0,09",0
31054,3.31.189.001,                Cacarolas,"2.252,24","6,70","30,01","0,01",0
31055,3.31.189.001.001,                      Cacarolas Aluminio,"2.012,25","89,34","30,25","0,01",29
